X,Y,Z,Cell_Type,ONTOLOGY_ID
611.667,432.667,1,Endothelial,831
464.5,433.5,1,Endothelial,832
653.5,436,1,Endothelial,833
418.5,437,1,Endothelial,834
423.909,437.909,1,Endothelial,835
470.5,439.167,1,Endothelial,836
467.6,437.8,1,Endothelial,837
604.571,439.143,1,Endothelial,838
430.375,441.5,1,Endothelial,839
776.375,442,1,Endothelial,840
420.2,443.8,1,Endothelial,841
444,443.5,1,Endothelial,842
199.5,443.5,1,Endothelial,843
345.333,444.5,1,Endothelial,844
426.375,445.625,1,Endothelial,845
205.333,448.333,1,Endothelial,846
315.2,449.4,1,Endothelial,847
200.333,450.667,1,Endothelial,848
242.75,451.25,1,Endothelial,849
441.333,453.333,1,Endothelial,850
247,456.111,1,Endothelial,851
444.25,455,1,Endothelial,852
216.1,458.7,1,Endothelial,853
355.333,457.667,1,Endothelial,854
468.333,457.333,1,Endothelial,855
441.5,458.5,1,Endothelial,856
782.6,459.2,1,Endothelial,857
219.364,461.545,1,Endothelial,858
608.267,461.533,1,Endothelial,859
614.643,461.143,1,Endothelial,860
254.5,461.5,1,Endothelial,861
433,461.5,1,Endothelial,862
437.667,462.5,1,Endothelial,863
500.4,462.1,1,Endothelial,864
511.071,465.143,1,Endothelial,865
522,464.167,1,Endothelial,866
665.6,465.2,1,Endothelial,867
502,465,1,Endothelial,868
516.5,465.5,1,Endothelial,869
519,467.667,1,Endothelial,870
547.778,466.556,1,Endothelial,871
552.4,467.2,1,Endothelial,872
420.667,468.833,1,Endothelial,873
556.25,468,1,Endothelial,874
523.143,469.286,1,Endothelial,875
526.5,469.5,1,Endothelial,876
487.667,471.333,1,Endothelial,877
536.778,472.333,1,Endothelial,878
481.25,473.083,1,Endothelial,879
564.667,472.667,1,Endothelial,880
544.133,473.867,1,Endothelial,881
568.2,474.933,1,Endothelial,882
589,477.3,1,Endothelial,883
563.75,480.25,1,Endothelial,884
594,479.833,1,Endothelial,885
799.75,483,1,Endothelial,886
775.429,485.429,1,Endothelial,887
782.5,486.5,1,Endothelial,888
787,487,1,Endothelial,889
775,490,1,Endothelial,890
539.2,490.6,1,Endothelial,891
619.333,492.333,1,Endothelial,892
533.25,493.75,1,Endothelial,893
775,494,1,Endothelial,894
520,494.75,1,Endothelial,895
771.333,495.333,1,Endothelial,896
643.714,508.429,1,Endothelial,897
793.667,509.667,1,Endothelial,898
640.5,514,1,Endothelial,899
657.5,514,1,Endothelial,900
778.692,517.692,1,Endothelial,901
656.667,519.333,1,Endothelial,902
521,195.5,3,Endothelial,903
223.333,302.333,3,Endothelial,904
722.4,337.2,3,Endothelial,905
523.6,366.2,3,Endothelial,906
239,382,3,Endothelial,907
701.667,429.333,3,Endothelial,908
370.333,432.111,3,Endothelial,909
545.143,438.429,3,Endothelial,910
549.667,440.333,3,Endothelial,911
608.5,441.333,3,Endothelial,912
619.667,441.333,3,Endothelial,913
624.857,442.286,3,Endothelial,914
632.5,443,3,Endothelial,915
640,443,3,Endothelial,916
645.5,444,3,Endothelial,917
529,447,3,Endothelial,918
618.067,446.867,3,Endothelial,919
666.5,446,3,Endothelial,920
627.5,447,3,Endothelial,921
634.214,448.786,3,Endothelial,922
643.7,449.6,3,Endothelial,923
703.75,450.833,3,Endothelial,924
651.5,451,3,Endothelial,925
656.5,451.5,3,Endothelial,926
660.25,451.25,3,Endothelial,927
663.667,451.667,3,Endothelial,928
695,454,3,Endothelial,929
502.333,456.667,3,Endothelial,930
683,456,3,Endothelial,931
701.667,456.667,3,Endothelial,932
687,458,3,Endothelial,933
603.357,460.429,3,Endothelial,934
699.333,462.333,3,Endothelial,935
709.857,464,3,Endothelial,936
716.667,464.667,3,Endothelial,937
721,465,3,Endothelial,938
726.25,465.25,3,Endothelial,939
734,466,3,Endothelial,940
741.5,468.125,3,Endothelial,941
769,479,3,Endothelial,942
772.8,480,3,Endothelial,943
125.667,482.333,3,Endothelial,944
620,483,3,Endothelial,945
260,75,4,Endothelial,946
110.667,111.5,4,Endothelial,947
106.333,120.333,4,Endothelial,948
126.333,207.333,4,Endothelial,949
394,210,4,Endothelial,950
505,223.5,4,Endothelial,951
509.5,226.5,4,Endothelial,952
205.333,275.333,4,Endothelial,953
154.5,289,4,Endothelial,954
205.714,298.286,4,Endothelial,955
208.5,297.5,4,Endothelial,956
130.5,301.5,4,Endothelial,957
513,325.167,4,Endothelial,958
200,330.167,4,Endothelial,959
636,334.25,4,Endothelial,960
506.667,349.333,4,Endothelial,961
503.438,354.312,4,Endothelial,962
679.667,354.667,4,Endothelial,963
610.2,356.4,4,Endothelial,964
807,357,4,Endothelial,965
498.5,361,4,Endothelial,966
497.8,364.4,4,Endothelial,967
323.4,369.4,4,Endothelial,968
640.333,373.667,4,Endothelial,969
693.667,373.667,4,Endothelial,970
718,378,4,Endothelial,971
788.6,379.2,4,Endothelial,972
588.75,381,4,Endothelial,973
691.5,380,4,Endothelial,974
326.5,382.5,4,Endothelial,975
262.333,384.333,4,Endothelial,976
579.25,388.25,4,Endothelial,977
581.6,392.4,4,Endothelial,978
715.5,391.5,4,Endothelial,979
328.667,392.667,4,Endothelial,980
577,394.5,4,Endothelial,981
480.667,396.333,4,Endothelial,982
482.5,398,4,Endothelial,983
577.7,401.35,4,Endothelial,984
689.5,400.5,4,Endothelial,985
582,404.769,4,Endothelial,986
453.667,407.333,4,Endothelial,987
645.667,425.667,4,Endothelial,988
665.571,429.286,4,Endothelial,989
513.462,435.769,4,Endothelial,990
517.667,436.333,4,Endothelial,991
573.5,440,4,Endothelial,992
514.429,442.857,4,Endothelial,993
662.5,446,4,Endothelial,994
665.2,445.4,4,Endothelial,995
521,447.1,4,Endothelial,996
641.545,447.091,4,Endothelial,997
658.667,447.8,4,Endothelial,998
671.333,446.333,4,Endothelial,999
646.5,448.5,4,Endothelial,1000
464,449,4,Endothelial,1001
650,449.5,4,Endothelial,1002
666.259,452.926,4,Endothelial,1003
465.667,452.333,4,Endothelial,1004
470,456.167,4,Endothelial,1005
645,455,4,Endothelial,1006
671,455.5,4,Endothelial,1007
648.833,456.667,4,Endothelial,1008
683.5,458,4,Endothelial,1009
491.75,459.25,4,Endothelial,1010
571.8,458.8,4,Endothelial,1011
578.75,459,4,Endothelial,1012
656.667,458.333,4,Endothelial,1013
567.5,459,4,Endothelial,1014
689.8,459.4,4,Endothelial,1015
575.5,460,4,Endothelial,1016
664.333,460.333,4,Endothelial,1017
668.167,460.833,4,Endothelial,1018
259.5,462.5,4,Endothelial,1019
680.571,463.429,4,Endothelial,1020
684.333,464.333,4,Endothelial,1021
688.2,464.6,4,Endothelial,1022
691.8,465.4,4,Endothelial,1023
696.6,467.667,4,Endothelial,1024
702.5,466.5,4,Endothelial,1025
718.6,474.4,4,Endothelial,1026
809.667,479.333,4,Endothelial,1027
721,480.857,4,Endothelial,1028
579,481,4,Endothelial,1029
477.333,483.667,4,Endothelial,1030
602.5,453.5,5,Endothelial,1031
268,72.8333,6,Endothelial,1032
271.2,75.3,6,Endothelial,1033
104.333,111.667,6,Endothelial,1034
490.333,124.833,6,Endothelial,1035
484.913,129.391,6,Endothelial,1036
499.667,169.333,6,Endothelial,1037
395.667,216.333,6,Endothelial,1038
394.667,218.333,6,Endothelial,1039
530.667,227.667,6,Endothelial,1040
515.833,231.667,6,Endothelial,1041
132.333,249.333,6,Endothelial,1042
661,254.75,6,Endothelial,1043
662.3,258.4,6,Endothelial,1044
173.667,282.667,6,Endothelial,1045
174.333,288.333,6,Endothelial,1046
192.5,290.5,6,Endothelial,1047
526.182,292.909,6,Endothelial,1048
234.75,298,6,Endothelial,1049
207.667,316.333,6,Endothelial,1050
663.333,317.667,6,Endothelial,1051
520.75,320,6,Endothelial,1052
519,338,6,Endothelial,1053
645,339,6,Endothelial,1054
727.333,339.667,6,Endothelial,1055
342,350,6,Endothelial,1056
149.667,357.333,6,Endothelial,1057
144.571,359.571,6,Endothelial,1058
596,365.111,6,Endothelial,1059
649.5,366.5,6,Endothelial,1060
621.75,371,6,Endothelial,1061
599.333,372.667,6,Endothelial,1062
125.6,374.8,6,Endothelial,1063
487.667,377.667,6,Endothelial,1064
485.2,380.2,6,Endothelial,1065
593.286,385.429,6,Endothelial,1066
657.5,392.5,6,Endothelial,1067
488.125,396.75,6,Endothelial,1068
498,396,6,Endothelial,1069
620,405,6,Endothelial,1070
636.25,405.875,6,Endothelial,1071
570,407.5,6,Endothelial,1072
574.333,408.667,6,Endothelial,1073
368.667,409.333,6,Endothelial,1074
489.6,410.8,6,Endothelial,1075
576.333,410.333,6,Endothelial,1076
460.667,413.333,6,Endothelial,1077
491.714,414.571,6,Endothelial,1078
696.667,414.667,6,Endothelial,1079
456.5,415.5,6,Endothelial,1080
462,416,6,Endothelial,1081
572.8,415.6,6,Endothelial,1082
582.167,416.333,6,Endothelial,1083
242.667,418.333,6,Endothelial,1084
575.333,422.667,6,Endothelial,1085
468.5,423.5,6,Endothelial,1086
594.167,424.167,6,Endothelial,1087
623.2,424.2,6,Endothelial,1088
591.5,426.5,6,Endothelial,1089
686.25,429,6,Endothelial,1090
620.4,431.2,6,Endothelial,1091
542.667,433.667,6,Endothelial,1092
665.333,433.333,6,Endothelial,1093
599,436,6,Endothelial,1094
593.667,438.333,6,Endothelial,1095
473.5,439,6,Endothelial,1096
476.8,441.2,6,Endothelial,1097
483.25,448,6,Endothelial,1098
488.667,448.667,6,Endothelial,1099
595.214,451.286,6,Endothelial,1100
459.5,451,6,Endothelial,1101
602.167,452.167,6,Endothelial,1102
462.667,452.333,6,Endothelial,1103
521.714,456,6,Endothelial,1104
598.273,458.818,6,Endothelial,1105
641,459.625,6,Endothelial,1106
486.571,462.286,6,Endothelial,1107
596.333,462.667,6,Endothelial,1108
643.333,464.667,6,Endothelial,1109
487.5,471,6,Endothelial,1110
598,476.316,6,Endothelial,1111
494,483.5,6,Endothelial,1112
490.5,485,6,Endothelial,1113
789.5,490,6,Endothelial,1114
216,494.5,6,Endothelial,1115
223.667,506.333,6,Endothelial,1116
488.5,104.5,7,Endothelial,1117
631.333,246.667,7,Endothelial,1118
764.333,317.333,7,Endothelial,1119
530,396.8,7,Endothelial,1120
569.333,401.333,7,Endothelial,1121
540.2,456.6,7,Endothelial,1122
468.333,461.333,7,Endothelial,1123
806.4,482.8,7,Endothelial,1124
475,88,8,Endothelial,1125
477.714,95.2857,8,Endothelial,1126
476,97,8,Endothelial,1127
477,100,8,Endothelial,1128
528.5,172.5,8,Endothelial,1129
530.5,174.5,8,Endothelial,1130
498.333,179.333,8,Endothelial,1131
500.333,187.667,8,Endothelial,1132
390.333,195.333,8,Endothelial,1133
514.667,201.333,8,Endothelial,1134
609.333,215.667,8,Endothelial,1135
503.8,217.4,8,Endothelial,1136
634.2,225.8,8,Endothelial,1137
622.333,228.333,8,Endothelial,1138
635.167,231.5,8,Endothelial,1139
681.5,261,8,Endothelial,1140
506.667,261.333,8,Endothelial,1141
503.2,263.2,8,Endothelial,1142
506.25,268.667,8,Endothelial,1143
186.4,281.8,8,Endothelial,1144
501.4,322.4,8,Endothelial,1145
616.5,328.5,8,Endothelial,1146
141.333,335.333,8,Endothelial,1147
619.333,342.667,8,Endothelial,1148
569.667,347.667,8,Endothelial,1149
567.4,350.4,8,Endothelial,1150
333.75,353.75,8,Endothelial,1151
572.5,356,8,Endothelial,1152
565,358,8,Endothelial,1153
569.333,360.333,8,Endothelial,1154
594.5,364,8,Endothelial,1155
188.5,366,8,Endothelial,1156
661.667,370.667,8,Endothelial,1157
196.5,379.5,8,Endothelial,1158
553.667,381.667,8,Endothelial,1159
553.5,385.333,8,Endothelial,1160
552,388,8,Endothelial,1161
466.222,391.667,8,Endothelial,1162
550.5,393.5,8,Endothelial,1163
549,395.75,8,Endothelial,1164
587.667,397.667,8,Endothelial,1165
674.286,399.571,8,Endothelial,1166
351.5,401.5,8,Endothelial,1167
548.5,402.5,8,Endothelial,1168
545,402.5,8,Endothelial,1169
643.333,405.333,8,Endothelial,1170
213.667,404.333,8,Endothelial,1171
590,405,8,Endothelial,1172
549.273,412,8,Endothelial,1173
473.333,411.333,8,Endothelial,1174
548.667,416.667,8,Endothelial,1175
431.5,418.5,8,Endothelial,1176
545.5,418.5,8,Endothelial,1177
590.429,419.143,8,Endothelial,1178
543.5,421,8,Endothelial,1179
546.667,420.667,8,Endothelial,1180
568.333,421.667,8,Endothelial,1181
592.333,423.667,8,Endothelial,1182
577.6,424.8,8,Endothelial,1183
596,427,8,Endothelial,1184
583.333,428,8,Endothelial,1185
437,431,8,Endothelial,1186
659.333,431.667,8,Endothelial,1187
676.5,432.5,8,Endothelial,1188
246.667,433.667,8,Endothelial,1189
570.333,434.833,8,Endothelial,1190
638,436.167,8,Endothelial,1191
566,437,8,Endothelial,1192
568.2,439,8,Endothelial,1193
495.1,442.1,8,Endothelial,1194
564.111,444.222,8,Endothelial,1195
568.636,446.455,8,Endothelial,1196
632,447,8,Endothelial,1197
565.071,452.286,8,Endothelial,1198
491.5,452.5,8,Endothelial,1199
444.6,455.4,8,Endothelial,1200
490.4,460.2,8,Endothelial,1201
446,462.5,8,Endothelial,1202
506,466,8,Endothelial,1203
440,468,8,Endothelial,1204
633.5,471.5,8,Endothelial,1205
418.667,472.667,8,Endothelial,1206
479.375,479.75,8,Endothelial,1207
183.2,507.8,8,Endothelial,1208
260.667,78.6667,9,Endothelial,1209
99.75,92,9,Endothelial,1210
428.143,97.8571,9,Endothelial,1211
564.667,111.333,9,Endothelial,1212
553.5,116.5,9,Endothelial,1213
555.5,118.5,9,Endothelial,1214
440.056,128.889,9,Endothelial,1215
447,126,9,Endothelial,1216
522.667,136.667,9,Endothelial,1217
568.333,138.667,9,Endothelial,1218
534.667,152.333,9,Endothelial,1219
498.6,156.8,9,Endothelial,1220
449,158.8,9,Endothelial,1221
550,160,9,Endothelial,1222
232.545,169.909,9,Endothelial,1223
226.333,179.333,9,Endothelial,1224
459,203.75,9,Endothelial,1225
475,209.167,9,Endothelial,1226
466.9,212.95,9,Endothelial,1227
475.5,213.5,9,Endothelial,1228
482.083,215.25,9,Endothelial,1229
465.8,219.4,9,Endothelial,1230
472.4,224,9,Endothelial,1231
570.333,225.667,9,Endothelial,1232
468.25,227.75,9,Endothelial,1233
493.667,226.667,9,Endothelial,1234
372.5,243,9,Endothelial,1235
138.333,246.667,9,Endothelial,1236
593,256,9,Endothelial,1237
473.214,278,9,Endothelial,1238
621.333,277.667,9,Endothelial,1239
135,293,9,Endothelial,1240
170.833,294.833,9,Endothelial,1241
182.5,294.5,9,Endothelial,1242
173.333,297.333,9,Endothelial,1243
158.333,299.333,9,Endothelial,1244
177.5,307.5,9,Endothelial,1245
634.5,345,9,Endothelial,1246
605.667,350.333,9,Endothelial,1247
804.2,353.6,9,Endothelial,1248
619.667,356.667,9,Endothelial,1249
153.333,357.333,9,Endothelial,1250
559.5,357.6,9,Endothelial,1251
216.5,360,9,Endothelial,1252
554.5,361,9,Endothelial,1253
551.5,361.5,9,Endothelial,1254
649.5,361.5,9,Endothelial,1255
549.5,367,9,Endothelial,1256
566.333,367.667,9,Endothelial,1257
547.5,369.5,9,Endothelial,1258
580.8,372.2,9,Endothelial,1259
702,371.5,9,Endothelial,1260
542.5,372.5,9,Endothelial,1261
100.167,375,9,Endothelial,1262
713.333,377.333,9,Endothelial,1263
451.333,388.667,9,Endothelial,1264
575.667,389.667,9,Endothelial,1265
247.5,394.5,9,Endothelial,1266
205.5,395.5,9,Endothelial,1267
324,400.5,9,Endothelial,1268
327.143,400.571,9,Endothelial,1269
446.667,399.667,9,Endothelial,1270
567,402.167,9,Endothelial,1271
333,407.5,9,Endothelial,1272
438.667,409.667,9,Endothelial,1273
541,413,9,Endothelial,1274
559,413,9,Endothelial,1275
188.5,414.5,9,Endothelial,1276
554,415,9,Endothelial,1277
444.333,417.667,9,Endothelial,1278
579,418.5,9,Endothelial,1279
607.333,419.667,9,Endothelial,1280
510.444,426.444,9,Endothelial,1281
229,426.833,9,Endothelial,1282
208.5,428,9,Endothelial,1283
330.2,428.6,9,Endothelial,1284
328.667,434.667,9,Endothelial,1285
328.5,440.5,9,Endothelial,1286
338.333,441.667,9,Endothelial,1287
458.5,443.5,9,Endothelial,1288
556.333,444.333,9,Endothelial,1289
329.667,445.333,9,Endothelial,1290
631.333,449.667,9,Endothelial,1291
579.833,456,9,Endothelial,1292
430.667,457.333,9,Endothelial,1293
426.8,459.6,9,Endothelial,1294
411.5,459.5,9,Endothelial,1295
430.667,461.667,9,Endothelial,1296
401.5,462.5,9,Endothelial,1297
428.647,467.824,9,Endothelial,1298
588.75,465,9,Endothelial,1299
413.571,465.714,9,Endothelial,1300
480.333,468.667,9,Endothelial,1301
464.176,473.353,9,Endothelial,1302
630.333,471.333,9,Endothelial,1303
649.333,473.333,9,Endothelial,1304
459.846,477.077,9,Endothelial,1305
483.5,477.5,9,Endothelial,1306
441,481,9,Endothelial,1307
461,482,9,Endothelial,1308
503.5,481.5,9,Endothelial,1309
465,484.5,9,Endothelial,1310
441.625,486.875,9,Endothelial,1311
438.333,486.667,9,Endothelial,1312
461.25,487.25,9,Endothelial,1313
464,488,9,Endothelial,1314
802.333,487.667,9,Endothelial,1315
801.333,490.667,9,Endothelial,1316
422,494.5,9,Endothelial,1317
445.333,493.667,9,Endothelial,1318
433.182,496.091,9,Endothelial,1319
448,499,9,Endothelial,1320
799.6,500.8,9,Endothelial,1321
430.9,503,9,Endothelial,1322
450.643,504.643,9,Endothelial,1323
693.273,504.636,9,Endothelial,1324
461,506.5,9,Endothelial,1325
204.667,508.667,9,Endothelial,1326
801.333,519.667,9,Endothelial,1327
309.333,78.3333,10,Endothelial,1328
523.5,98.5,10,Endothelial,1329
524.167,103.167,10,Endothelial,1330
526.667,105.333,10,Endothelial,1331
544,133,10,Endothelial,1332
518.5,133.5,10,Endothelial,1333
271.25,137,10,Endothelial,1334
519.5,136.5,10,Endothelial,1335
127.333,162.333,10,Endothelial,1336
127.667,164.667,10,Endothelial,1337
534.333,173.333,10,Endothelial,1338
560.625,195.375,10,Endothelial,1339
567.5,210.5,10,Endothelial,1340
582.5,214,10,Endothelial,1341
534.333,215.667,10,Endothelial,1342
153.5,220.5,10,Endothelial,1343
413.4,220.8,10,Endothelial,1344
526.5,222,10,Endothelial,1345
333.778,223.111,10,Endothelial,1346
538.167,228.917,10,Endothelial,1347
530.375,232.625,10,Endothelial,1348
533.833,233.167,10,Endothelial,1349
669.889,250.444,10,Endothelial,1350
91.4,251.8,10,Endothelial,1351
528.429,259.786,10,Endothelial,1352
153,261,10,Endothelial,1353
236.5,261.5,10,Endothelial,1354
238.667,262.667,10,Endothelial,1355
195.333,267.333,10,Endothelial,1356
169,269.167,10,Endothelial,1357
349.5,272,10,Endothelial,1358
231.5,310.5,10,Endothelial,1359
167.5,324.5,10,Endothelial,1360
183.333,332.333,10,Endothelial,1361
231.5,334.5,10,Endothelial,1362
127.5,335.5,10,Endothelial,1363
143.667,335.667,10,Endothelial,1364
179.333,337.667,10,Endothelial,1365
251.667,337.667,10,Endothelial,1366
104.5,338.5,10,Endothelial,1367
198.4,341.8,10,Endothelial,1368
678,343.25,10,Endothelial,1369
714.5,345,10,Endothelial,1370
715.4,347.8,10,Endothelial,1371
656,348.5,10,Endothelial,1372
608.333,354.333,10,Endothelial,1373
600.667,357.5,10,Endothelial,1374
606.333,356.333,10,Endothelial,1375
330.5,357.5,10,Endothelial,1376
603.5,357.5,10,Endothelial,1377
634.5,360.5,10,Endothelial,1378
105.2,363.6,10,Endothelial,1379
703.5,364,10,Endothelial,1380
616.667,365.167,10,Endothelial,1381
586.5,366.5,10,Endothelial,1382
622.5,367,10,Endothelial,1383
627.8,370.2,10,Endothelial,1384
342.333,378.667,10,Endothelial,1385
760.667,379.667,10,Endothelial,1386
529.429,382.714,10,Endothelial,1387
347,386.5,10,Endothelial,1388
477.333,385.667,10,Endothelial,1389
567.5,389,10,Endothelial,1390
686.667,388.333,10,Endothelial,1391
262.5,391.5,10,Endothelial,1392
611.2,397.2,10,Endothelial,1393
463.667,397.667,10,Endothelial,1394
646.5,398.5,10,Endothelial,1395
690,400,10,Endothelial,1396
240.333,400.333,10,Endothelial,1397
338.6,407.4,10,Endothelial,1398
460.182,407.636,10,Endothelial,1399
574,408,10,Endothelial,1400
334.417,412.417,10,Endothelial,1401
477.667,416.667,10,Endothelial,1402
334.071,419.786,10,Endothelial,1403
541.333,418.667,10,Endothelial,1404
435.667,420.667,10,Endothelial,1405
440.333,424.667,10,Endothelial,1406
540.5,424.5,10,Endothelial,1407
464.5,426.5,10,Endothelial,1408
257.333,428.333,10,Endothelial,1409
334.667,429.667,10,Endothelial,1410
464.5,429.5,10,Endothelial,1411
653.667,429.667,10,Endothelial,1412
654.5,432.5,10,Endothelial,1413
438.571,437.286,10,Endothelial,1414
496.722,437.278,10,Endothelial,1415
412.667,437.667,10,Endothelial,1416
443,440.5,10,Endothelial,1417
502.286,439.857,10,Endothelial,1418
588.2,440.2,10,Endothelial,1419
505.5,441,10,Endothelial,1420
422.75,444,10,Endothelial,1421
660.333,443.333,10,Endothelial,1422
442.667,444.667,10,Endothelial,1423
537.167,447,10,Endothelial,1424
424.9,448.2,10,Endothelial,1425
443.333,448.333,10,Endothelial,1426
439.75,450.25,10,Endothelial,1427
613.4,455.8,10,Endothelial,1428
439.545,458.455,10,Endothelial,1429
443.333,456.333,10,Endothelial,1430
421.667,460.667,10,Endothelial,1431
475.8,461.9,10,Endothelial,1432
289.318,464.5,10,Endothelial,1433
450.8,465,10,Endothelial,1434
478.571,465.429,10,Endothelial,1435
623.6,464.8,10,Endothelial,1436
284.714,465.857,10,Endothelial,1437
471.857,467.786,10,Endothelial,1438
281,466,10,Endothelial,1439
445.75,468.25,10,Endothelial,1440
625.333,468.667,10,Endothelial,1441
445.5,474,10,Endothelial,1442
523.375,474.875,10,Endothelial,1443
476.333,474.333,10,Endothelial,1444
450.6,476.2,10,Endothelial,1445
472,477,10,Endothelial,1446
440.5,479.167,10,Endothelial,1447
444.333,478.667,10,Endothelial,1448
524.667,478.667,10,Endothelial,1449
686.5,478,10,Endothelial,1450
474,479.5,10,Endothelial,1451
436.143,482.857,10,Endothelial,1452
453.333,489.1,10,Endothelial,1453
676.333,484.333,10,Endothelial,1454
433.333,487.333,10,Endothelial,1455
443,491.5,10,Endothelial,1456
203,495,10,Endothelial,1457
445.5,494.5,10,Endothelial,1458
464.5,495.5,10,Endothelial,1459
733.5,515.5,10,Endothelial,1460
706.938,518.312,10,Endothelial,1461
333,87,11,Endothelial,1462
165.5,89.5,11,Endothelial,1463
168.333,90.6667,11,Endothelial,1464
171.5,92,11,Endothelial,1465
361,101.5,11,Endothelial,1466
195.857,108.571,11,Endothelial,1467
550.579,125.421,11,Endothelial,1468
548.143,130.286,11,Endothelial,1469
544.222,135.667,11,Endothelial,1470
547.667,137.333,11,Endothelial,1471
547,139.5,11,Endothelial,1472
551.333,143.667,11,Endothelial,1473
555,143.25,11,Endothelial,1474
570.4,179.7,11,Endothelial,1475
167,191.5,11,Endothelial,1476
587.5,198.5,11,Endothelial,1477
108.333,210.333,11,Endothelial,1478
592.875,211.375,11,Endothelial,1479
619.333,227.667,11,Endothelial,1480
205.667,241.333,11,Endothelial,1481
589.667,243.167,11,Endothelial,1482
599.25,247.75,11,Endothelial,1483
209,249.75,11,Endothelial,1484
601.4,250.2,11,Endothelial,1485
610,252,11,Endothelial,1486
601.444,254.667,11,Endothelial,1487
588,259,11,Endothelial,1488
589.5,263.5,11,Endothelial,1489
595.8,265.8,11,Endothelial,1490
601.667,265.667,11,Endothelial,1491
736.143,285.571,11,Endothelial,1492
716.6,286.4,11,Endothelial,1493
204.778,287.222,11,Endothelial,1494
211.5,287.5,11,Endothelial,1495
601.5,292.5,11,Endothelial,1496
248.5,298.5,11,Endothelial,1497
223.667,301.333,11,Endothelial,1498
252,301,11,Endothelial,1499
256,305.5,11,Endothelial,1500
745.5,309.5,11,Endothelial,1501
782,327,11,Endothelial,1502
127,342,11,Endothelial,1503
218.333,350.667,11,Endothelial,1504
231.5,362,11,Endothelial,1505
729.077,375.615,11,Endothelial,1506
750,376.25,11,Endothelial,1507
797,378.5,11,Endothelial,1508
697.5,384.5,11,Endothelial,1509
696.333,386.667,11,Endothelial,1510
721.667,389.333,11,Endothelial,1511
680.5,390.5,11,Endothelial,1512
741.5,396.5,11,Endothelial,1513
449,400.8,11,Endothelial,1514
455.8,407.2,11,Endothelial,1515
459.5,406.5,11,Endothelial,1516
450.333,409.333,11,Endothelial,1517
463,413,11,Endothelial,1518
315.333,414.667,11,Endothelial,1519
557,418.714,11,Endothelial,1520
568,420,11,Endothelial,1521
713.5,420.5,11,Endothelial,1522
274.714,423.286,11,Endothelial,1523
745.5,424.5,11,Endothelial,1524
659.286,429,11,Endothelial,1525
558,429.5,11,Endothelial,1526
663.5,429,11,Endothelial,1527
668.5,431.3,11,Endothelial,1528
542.333,436.667,11,Endothelial,1529
295.333,438.667,11,Endothelial,1530
543.5,439.5,11,Endothelial,1531
641,439,11,Endothelial,1532
522.2,440.6,11,Endothelial,1533
544.667,442.333,11,Endothelial,1534
744.667,443.333,11,Endothelial,1535
517.8,446.2,11,Endothelial,1536
563.375,447.25,11,Endothelial,1537
541.75,448,11,Endothelial,1538
574,452,11,Endothelial,1539
522.5,453.5,11,Endothelial,1540
543.8,459.9,11,Endothelial,1541
529.667,460.333,11,Endothelial,1542
682.667,464.667,11,Endothelial,1543
641,467.667,11,Endothelial,1544
668.333,468.333,11,Endothelial,1545
545,472,11,Endothelial,1546
588,473.5,11,Endothelial,1547
739.333,473.667,11,Endothelial,1548
541.333,475.667,11,Endothelial,1549
757.5,478.5,11,Endothelial,1550
129.667,479.333,11,Endothelial,1551
587.5,479.5,11,Endothelial,1552
573.85,483.2,11,Endothelial,1553
636.188,483.875,11,Endothelial,1554
546.143,485.929,11,Endothelial,1555
552.25,484,11,Endothelial,1556
551.3,489.3,11,Endothelial,1557
575.833,488,11,Endothelial,1558
571.1,490.7,11,Endothelial,1559
778.5,490,11,Endothelial,1560
574.75,493.25,11,Endothelial,1561
633,492.714,11,Endothelial,1562
262.667,493.333,11,Endothelial,1563
544,494.8,11,Endothelial,1564
572.688,497.312,11,Endothelial,1565
553,497,11,Endothelial,1566
155.5,501,11,Endothelial,1567
552,502,11,Endothelial,1568
545.667,503.333,11,Endothelial,1569
544.5,506,11,Endothelial,1570
539.125,507.75,11,Endothelial,1571
553,510.75,11,Endothelial,1572
546.333,512.667,11,Endothelial,1573
567,517.5,11,Endothelial,1574
403.667,96.3333,12,Endothelial,1575
539.5,131.5,12,Endothelial,1576
548.667,141.333,12,Endothelial,1577
577,163,12,Endothelial,1578
581.667,177.333,12,Endothelial,1579
253.5,250.5,12,Endothelial,1580
613.333,262.333,12,Endothelial,1581
176.667,270.333,12,Endothelial,1582
607.667,270.333,12,Endothelial,1583
290.5,292.5,12,Endothelial,1584
712.2,383.4,12,Endothelial,1585
455.333,396.667,12,Endothelial,1586
466.333,408.667,12,Endothelial,1587
458.333,409.667,12,Endothelial,1588
371.5,413.5,12,Endothelial,1589
466.667,417.333,12,Endothelial,1590
679,426.25,12,Endothelial,1591
482.5,428,12,Endothelial,1592
567.4,437.8,12,Endothelial,1593
660.6,445.8,12,Endothelial,1594
654.667,452.333,12,Endothelial,1595
721,453,12,Endothelial,1596
184.2,463.4,12,Endothelial,1597
697.2,468.4,12,Endothelial,1598
582.75,473,12,Endothelial,1599
658.889,482.333,12,Endothelial,1600
587,489.833,12,Endothelial,1601
555.5,491,12,Endothelial,1602
585.667,495.667,12,Endothelial,1603
219.2,501.4,12,Endothelial,1604
649.5,503,12,Endothelial,1605
