X,Y,Z,Cell_Type,ONTOLOGY_ID
208.523,342.068,9,KI67,2400
145.841,343.5,9,KI67,2401
138.917,345.917,9,KI67,2402
154.5,347.5,9,KI67,2403
135.75,353.083,9,KI67,2404
205.326,361.196,9,KI67,2405
92.3333,361.619,9,KI67,2406
120.456,362.691,9,KI67,2407
190.54,366.56,9,KI67,2408
198.5,373.5,9,KI67,2409
141.094,380.719,9,KI67,2410
129.37,383.957,9,KI67,2411
166.641,399.044,9,KI67,2412
128.5,394,9,KI67,2413
133.5,399.5,9,KI67,2414
143.906,405.531,9,KI67,2415
91.5,72,10,KI67,2416
515.174,167.13,10,KI67,2417
166.174,192.13,10,KI67,2418
535.75,231.5,10,KI67,2419
100.85,253.65,10,KI67,2420
160.778,261.111,10,KI67,2421
120,261.75,10,KI67,2422
180.5,263.5,10,KI67,2423
119.31,273.286,10,KI67,2424
141,274,10,KI67,2425
107.222,276.27,10,KI67,2426
153.351,279.959,10,KI67,2427
94.8269,280.212,10,KI67,2428
169.094,283.156,10,KI67,2429
715.105,282.579,10,KI67,2430
194.857,285.571,10,KI67,2431
210.647,294.412,10,KI67,2432
145.273,307.136,10,KI67,2433
228.041,313.309,10,KI67,2434
158.307,309.8,10,KI67,2435
146.95,317.017,10,KI67,2436
173.263,318.237,10,KI67,2437
95.3556,322.711,10,KI67,2438
107.385,327.41,10,KI67,2439
129.333,326.833,10,KI67,2440
185.872,329.051,10,KI67,2441
221.395,331.982,10,KI67,2442
612.222,329.611,10,KI67,2443
390.778,332.389,10,KI67,2444
193.5,333.5,10,KI67,2445
204.898,335.612,10,KI67,2446
213.5,342.5,10,KI67,2447
129.575,354.368,10,KI67,2448
167.065,366.903,10,KI67,2449
185.88,362.843,10,KI67,2450
134.105,360.579,10,KI67,2451
148.5,372.5,10,KI67,2452
419.619,378.905,10,KI67,2453
435.391,403.435,10,KI67,2454
440.5,414.5,10,KI67,2455
160.5,71.5,11,KI67,2456
150.019,83.3113,11,KI67,2457
165,88.5,11,KI67,2458
131.36,96.5,11,KI67,2459
168,96.5,11,KI67,2460
121.955,106.212,11,KI67,2461
98.5,122.5,11,KI67,2462
109.5,125,11,KI67,2463
102.571,127.571,11,KI67,2464
93.5789,129.895,11,KI67,2465
100.353,135.412,11,KI67,2466
94.2778,145.222,11,KI67,2467
95.1053,165.421,11,KI67,2468
147.083,173.083,11,KI67,2469
571.588,210.647,11,KI67,2470
104.579,222.895,11,KI67,2471
95.5,240.5,11,KI67,2472
92.5,246.5,11,KI67,2473
337.5,255.5,11,KI67,2474
133.412,275.353,11,KI67,2475
156.5,279.5,11,KI67,2476
96.3153,290.784,11,KI67,2477
225.5,296,11,KI67,2478
166.152,300.391,11,KI67,2479
154.5,300.5,11,KI67,2480
179,300.5,11,KI67,2481
133.714,321.849,11,KI67,2482
195.5,304.5,11,KI67,2483
202.056,307.222,11,KI67,2484
212.062,308.188,11,KI67,2485
220.643,310.857,11,KI67,2486
250.5,311.5,11,KI67,2487
257.375,318.675,11,KI67,2488
271.256,331.667,11,KI67,2489
201.5,334.5,11,KI67,2490
212.42,338.681,11,KI67,2491
226.293,342.483,11,KI67,2492
278.5,343,11,KI67,2493
196.324,345.162,11,KI67,2494
92.5,345.5,11,KI67,2495
159.722,347.778,11,KI67,2496
265.357,348.143,11,KI67,2497
179.588,348.647,11,KI67,2498
171.895,349.579,11,KI67,2499
238,352.5,11,KI67,2500
266.303,358.382,11,KI67,2501
196.069,367.586,11,KI67,2502
231.165,387.012,11,KI67,2503
184.935,378.694,11,KI67,2504
239.444,378.074,11,KI67,2505
198.87,388.174,11,KI67,2506
209,387.5,11,KI67,2507
208.5,392.9,11,KI67,2508
288.5,398.5,11,KI67,2509
92.5,402,11,KI67,2510
98.9167,418.917,11,KI67,2511
533.5,423.5,11,KI67,2512
100.362,431.348,11,KI67,2513
92.5,435.5,11,KI67,2514
95.8,447.85,11,KI67,2515
103.5,472.5,11,KI67,2516
114.647,474.588,11,KI67,2517
107.837,480.674,11,KI67,2518
142,479.5,11,KI67,2519
123.2,489.2,11,KI67,2520
255.826,489.13,11,KI67,2521
116.5,497,11,KI67,2522
131.364,501.818,11,KI67,2523
119.105,505.421,11,KI67,2524
129.386,515.795,11,KI67,2525
564.5,516.5,11,KI67,2526
206.421,81.8947,13,KI67,2527
204,89.5,13,KI67,2528
183.353,102.059,13,KI67,2529
169.5,112.5,13,KI67,2530
158.75,127.5,13,KI67,2531
469.647,130.588,13,KI67,2532
155.5,133.5,13,KI67,2533
143.596,150.596,13,KI67,2534
138.5,161.5,13,KI67,2535
132.292,164.958,13,KI67,2536
128.682,179.545,13,KI67,2537
121.517,191.5,13,KI67,2538
220,199.5,13,KI67,2539
129.679,202,13,KI67,2540
119.5,225.5,13,KI67,2541
110.095,249.381,13,KI67,2542
135,249.5,13,KI67,2543
587,259.5,13,KI67,2544
107,271.5,13,KI67,2545
185.5,280.5,13,KI67,2546
459.5,281,13,KI67,2547
119.46,293.556,13,KI67,2548
136.5,297,13,KI67,2549
121.727,300.409,13,KI67,2550
205.611,302.778,13,KI67,2551
226.649,303.176,13,KI67,2552
237.5,306.5,13,KI67,2553
180.37,309.087,13,KI67,2554
187.5,308,13,KI67,2555
249.173,309.038,13,KI67,2556
267.115,311.077,13,KI67,2557
170.864,318.282,13,KI67,2558
297.647,312.588,13,KI67,2559
277.353,313.412,13,KI67,2560
304.781,314.062,13,KI67,2561
310.3,320,13,KI67,2562
321.722,328.889,13,KI67,2563
189.935,340.393,13,KI67,2564
277.344,339.562,13,KI67,2565
283.742,340.29,13,KI67,2566
240.5,342.5,13,KI67,2567
234.5,344.5,13,KI67,2568
320.963,351.222,13,KI67,2569
216.083,358.917,13,KI67,2570
249.727,365.136,13,KI67,2571
236.304,367.239,13,KI67,2572
231.667,375.033,13,KI67,2573
262.222,379.389,13,KI67,2574
272.636,380.061,13,KI67,2575
237.5,380.5,13,KI67,2576
281.083,383.083,13,KI67,2577
144.161,400,13,KI67,2578
322,403,13,KI67,2579
155.8,428.84,13,KI67,2580
480.591,449.182,13,KI67,2581
173.5,466.5,13,KI67,2582
539.3,491,13,KI67,2583
218.273,517.864,13,KI67,2584
204.425,78.5,16,KI67,2585
207.5,87.5,16,KI67,2586
395.455,92.7727,16,KI67,2587
204,92.5,16,KI67,2588
393,99.5,16,KI67,2589
200.083,101.083,16,KI67,2590
188.069,110.414,16,KI67,2591
182.5,112.5,16,KI67,2592
178.136,118.273,16,KI67,2593
169.639,124.417,16,KI67,2594
157.727,142.136,16,KI67,2595
151.174,151.87,16,KI67,2596
134.525,180.85,16,KI67,2597
135.062,188.375,16,KI67,2598
106,275.5,16,KI67,2599
112.346,304.692,16,KI67,2600
198.5,310,16,KI67,2601
184.917,311.917,16,KI67,2602
210.857,311.429,16,KI67,2603
175.709,313.764,16,KI67,2604
191.882,313.529,16,KI67,2605
165.5,318,16,KI67,2606
219.118,320.471,16,KI67,2607
244.095,327.243,16,KI67,2608
162.5,328.5,16,KI67,2609
268.5,329,16,KI67,2610
262.5,330,16,KI67,2611
165.9,335.04,16,KI67,2612
305.2,333,16,KI67,2613
276.485,334.909,16,KI67,2614
310.722,338.611,16,KI67,2615
236.949,339.59,16,KI67,2616
224,340.5,16,KI67,2617
177.733,344.167,16,KI67,2618
214.421,343.895,16,KI67,2619
243.5,345.5,16,KI67,2620
220.033,348.667,16,KI67,2621
187.273,348.864,16,KI67,2622
194.571,349.857,16,KI67,2623
199.5,349.5,16,KI67,2624
126.083,354.083,16,KI67,2625
135,372.5,16,KI67,2626
224.425,378.589,16,KI67,2627
249.857,375.429,16,KI67,2628
144.667,403.5,16,KI67,2629
153.692,418.538,16,KI67,2630
169.346,456.115,16,KI67,2631
211.24,81.88,17,KI67,2632
403.5,86.5,17,KI67,2633
206.784,90.3243,17,KI67,2634
184.5,103.5,17,KI67,2635
174.8,109.3,17,KI67,2636
161.636,126.182,17,KI67,2637
152,139.714,17,KI67,2638
138,163.5,17,KI67,2639
140.1,170,17,KI67,2640
167.5,192.5,17,KI67,2641
126.143,198.429,17,KI67,2642
119.561,228.22,17,KI67,2643
113.31,237.862,17,KI67,2644
107.947,245.211,17,KI67,2645
636.5,281.5,17,KI67,2646
166.541,295.135,17,KI67,2647
175.407,293.815,17,KI67,2648
216.095,295.619,17,KI67,2649
240.76,313.077,17,KI67,2650
162.299,310.134,17,KI67,2651
269.115,313.962,17,KI67,2652
276.778,319.389,17,KI67,2653
176.23,324.365,17,KI67,2654
306.5,321,17,KI67,2655
223.5,323.5,17,KI67,2656
300.404,325.936,17,KI67,2657
213.5,326,17,KI67,2658
309.053,326.789,17,KI67,2659
185.5,328,17,KI67,2660
241.895,327.421,17,KI67,2661
196.638,330.017,17,KI67,2662
119,331.1,17,KI67,2663
129.146,345.293,17,KI67,2664
279.5,349.5,17,KI67,2665
218.529,355.882,17,KI67,2666
132.5,358.5,17,KI67,2667
228.962,364.692,17,KI67,2668
138.048,379.81,17,KI67,2669
351,384.5,17,KI67,2670
146.818,392.227,17,KI67,2671
347.529,409.882,17,KI67,2672
683.5,421.5,17,KI67,2673
158,425.2,17,KI67,2674
161.625,432.75,17,KI67,2675
168.105,449.579,17,KI67,2676
325.5,479,17,KI67,2677
407.748,80.6164,19,KI67,2678
413.854,73.2195,19,KI67,2679
204.667,82.7333,19,KI67,2680
195.955,90.6818,19,KI67,2681
187.5,111,19,KI67,2682
171.611,112.278,19,KI67,2683
163.25,126.75,19,KI67,2684
156.13,133.826,19,KI67,2685
151.828,148.483,19,KI67,2686
354.1,183.05,19,KI67,2687
135.192,191.308,19,KI67,2688
133.667,208.667,19,KI67,2689
183.95,270.55,19,KI67,2690
170.588,294.647,19,KI67,2691
190.421,296.105,19,KI67,2692
164.143,300.929,19,KI67,2693
219.9,305.1,19,KI67,2694
234.423,320.231,19,KI67,2695
173.565,327.391,19,KI67,2696
185.027,329.838,19,KI67,2697
193.05,332.95,19,KI67,2698
210.9,332.85,19,KI67,2699
200.568,334.757,19,KI67,2700
126.03,342.121,19,KI67,2701
142.5,340.5,19,KI67,2702
754.389,342.222,19,KI67,2703
198.611,344.778,19,KI67,2704
314.882,353.471,19,KI67,2705
238.917,366.083,19,KI67,2706
137.963,371.778,19,KI67,2707
319.414,404.069,19,KI67,2708
168.667,460.167,19,KI67,2709
180.2,478.84,19,KI67,2710
323.227,494.909,19,KI67,2711
191.588,507.647,19,KI67,2712
200.714,73.3571,20,KI67,2713
381.083,77.9167,20,KI67,2714
203.5,79,20,KI67,2715
391.469,87.5769,20,KI67,2716
203.222,84.6111,20,KI67,2717
199.061,93.3333,20,KI67,2718
193.5,99.5,20,KI67,2719
182.767,104.562,20,KI67,2720
161.849,121.245,20,KI67,2721
149.5,136.5,20,KI67,2722
149.576,143.424,20,KI67,2723
138.5,165.5,20,KI67,2724
134.87,174.174,20,KI67,2725
130.643,179.714,20,KI67,2726
124.062,194.062,20,KI67,2727
121.705,208.393,20,KI67,2728
122.5,220.5,20,KI67,2729
105.5,248.5,20,KI67,2730
101.5,265.5,20,KI67,2731
101.4,274.367,20,KI67,2732
100.5,283.5,20,KI67,2733
103.131,292.786,20,KI67,2734
187.186,296.731,20,KI67,2735
157.788,301.076,20,KI67,2736
211.112,305.153,20,KI67,2737
218.194,317.903,20,KI67,2738
157.551,320.821,20,KI67,2739
109.739,318.174,20,KI67,2740
111,323.5,20,KI67,2741
204.777,329.66,20,KI67,2742
173.241,329.127,20,KI67,2743
188.286,331.452,20,KI67,2744
123.083,343.083,20,KI67,2745
209,349.5,20,KI67,2746
228.391,355.232,20,KI67,2747
129.31,361.345,20,KI67,2748
206.105,357.421,20,KI67,2749
218.735,365.529,20,KI67,2750
134.04,375.8,20,KI67,2751
140.5,388.5,20,KI67,2752
144.5,400,20,KI67,2753
149,409,20,KI67,2754
157.5,429.5,20,KI67,2755
164,442,20,KI67,2756
174.5,464.5,20,KI67,2757
197.312,516.75,20,KI67,2758
110,89.5,23,KI67,2759
110.19,102.952,23,KI67,2760
120.435,303.391,23,KI67,2761
133.412,302.647,23,KI67,2762
99,306.5,23,KI67,2763
228.421,307.895,23,KI67,2764
189.483,316.586,23,KI67,2765
175.2,323.4,23,KI67,2766
133.18,331.033,23,KI67,2767
180.675,333.425,23,KI67,2768
247.76,332.76,23,KI67,2769
91,333.5,23,KI67,2770
122.151,348.836,23,KI67,2771
232.611,348.222,23,KI67,2772
190.359,354.487,23,KI67,2773
132.118,378.471,23,KI67,2774
142.87,384.826,23,KI67,2775
149.5,385.5,23,KI67,2776
177.174,387.13,23,KI67,2777
160.5,388.5,23,KI67,2778
338.4,326.6,2,DDB2,2779
251.353,79.4118,3,DDB2,2780
598.722,280.389,3,DDB2,2781
94.5549,300.723,3,DDB2,2782
141.044,341.412,3,DDB2,2783
182.032,303.714,3,DDB2,2784
208.238,317.602,3,DDB2,2785
173.023,307.023,3,DDB2,2786
226.156,309.594,3,DDB2,2787
237.99,317.444,3,DDB2,2788
230.069,331.739,3,DDB2,2789
154.617,322.95,3,DDB2,2790
186.412,328.647,3,DDB2,2791
241.611,333.722,3,DDB2,2792
184.214,338.171,3,DDB2,2793
115.75,336.85,3,DDB2,2794
126.565,341.609,3,DDB2,2795
248.381,344.952,3,DDB2,2796
196.231,349.91,3,DDB2,2797
253.388,356.735,3,DDB2,2798
218.033,367.664,3,DDB2,2799
143.053,361.368,3,DDB2,2800
217.75,360.85,3,DDB2,2801
154.13,364.174,3,DDB2,2802
236.45,366.05,3,DDB2,2803
250.27,371.587,3,DDB2,2804
235.136,377.273,3,DDB2,2805
213.015,402.6,3,DDB2,2806
94.2727,466.413,3,DDB2,2807
106.38,495.741,3,DDB2,2808
121.681,517.75,3,DDB2,2809
166.091,304.773,4,DDB2,2810
115.5,312,4,DDB2,2811
105.917,317.917,4,DDB2,2812
218.864,318.727,4,DDB2,2813
152.5,354,4,DDB2,2814
131.87,377.826,4,DDB2,2815
584.619,440.095,4,DDB2,2816
727,477,4,DDB2,2817
133.5,312,9,DDB2,2818
175.5,403,9,DDB2,2819
329.667,424.167,9,DDB2,2820
92.2,73.2,10,DDB2,2821
337.5,114.5,10,DDB2,2822
177.174,125.13,10,DDB2,2823
92.4,161.4,10,DDB2,2824
534.353,174.588,10,DDB2,2825
257.619,197.905,10,DDB2,2826
163.5,221,10,DDB2,2827
110.826,275.87,10,DDB2,2828
146.917,275.917,10,DDB2,2829
642.895,277.421,10,DDB2,2830
94.1154,280.923,10,DDB2,2831
159.164,281.4,10,DDB2,2832
170.959,283.673,10,DDB2,2833
107.826,283.87,10,DDB2,2834
194.857,285.571,10,DDB2,2835
415.083,287.083,10,DDB2,2836
660.273,303.136,10,DDB2,2837
227.5,310,10,DDB2,2838
91,318,10,DDB2,2839
139.5,324,10,DDB2,2840
115.174,328.13,10,DDB2,2841
362.083,332.083,10,DDB2,2842
198.778,334.389,10,DDB2,2843
139.619,346.905,10,DDB2,2844
267.5,357.5,10,DDB2,2845
214.571,390.429,10,DDB2,2846
112.5,411,10,DDB2,2847
206.353,412.588,10,DDB2,2848
230.174,413.13,10,DDB2,2849
384.083,448.083,10,DDB2,2850
429.567,456.733,10,DDB2,2851
410.409,465.273,10,DDB2,2852
424.867,482.533,10,DDB2,2853
437,490.5,10,DDB2,2854
132.3,181,11,DDB2,2855
129.3,232,11,DDB2,2856
314.5,241.5,11,DDB2,2857
687.5,267.5,11,DDB2,2858
348.5,395.5,11,DDB2,2859
520.895,395.579,11,DDB2,2860
134.5,502.5,11,DDB2,2861
365.5,388,18,DDB2,2862
176,109,20,DDB2,2863
155.5,133.5,20,DDB2,2864
102.5,251.5,20,DDB2,2865
133.905,378.381,20,DDB2,2866
439.846,378.231,20,DDB2,2867
193,501.5,20,DDB2,2868
